y	yend	x	xend	PANEL
108.112308364304	126.451629386709	250.5	250.5	1
36.8237427809237	83.6750591606248	750.5	750.5	1
46.0724155204778	106.901759847618	1250.5	1250.5	1
110.338982336772	131.608466128842	1750.5	1750.5	1
110.578291272149	135.712882056597	2250.5	2250.5	1
36.5195984523489	96.265921306258	2750.5	2750.5	1
33.6319072098522	71.7601734068393	3250.5	3250.5	1
85.2867909193678	144.558369296001	3750.5	3750.5	1
115.426294217013	140.148891753828	4250.5	4250.5	1
128.566726005363	148.611489402961	4750.5	4750.5	1
118.567921702533	140.599129098361	5250.5	5250.5	1
87.0356385685191	121.135086099348	5750.5	5750.5	1
117.115652875787	142.775573793038	6250.5	6250.5	1
114.287720289208	134.054981927827	6750.5	6750.5	1
48.5368400998789	118.649002496339	7250.5	7250.5	1
44.102322363206	72.4400286603129	7750.5	7750.5	1
45.8084165662754	70.4881207603029	8250.5	8250.5	1
50.311741075709	107.278323045134	8750.5	8750.5	1
47.279125839087	77.0865563116225	9250.5	9250.5	1
47.7616997186853	72.6872591755808	9750.5	9750.5	1
48.7002979064402	103.078715052707	10250.5	10250.5	1
112.75062786343	132.581775629764	10750.5	10750.5	1
120.853470223191	143.030083856761	11250.5	11250.5	1
109.948818783392	131.442724766908	11750.5	11750.5	1
124.545539363458	142.769689395817	12250.5	12250.5	1
112.952781119283	139.296931374369	12750.5	12750.5	1
112.483607124656	131.649250368036	13250.5	13250.5	1
113.138627553521	139.005285307427	13750.5	13750.5	1
96.0936628110566	134.72443349933	14250.5	14250.5	1
116.967443824329	135.139180098392	14750.5	14750.5	1
121.925757889659	143.165887885612	15250.5	15250.5	1
129.518380969707	148.580462008453	15750.5	15750.5	1
109.170919495062	140.665749133986	16250.5	16250.5	1
116.376908404824	136.55184695565	16750.5	16750.5	1
113.061178095815	136.331317259888	17250.5	17250.5	1
126.708102606456	147.821968783696	17750.5	17750.5	1
123.681389674699	143.797679938484	18250.5	18250.5	1
109.001782626126	133.141763524667	18750.5	18750.5	1
114.570183846266	132.23508439616	19250.5	19250.5	1
111.442569092458	131.659246389153	19750.5	19750.5	1
106.930437308859	133.024024995848	20250.5	20250.5	1
115.8047300274	138.744050695831	20750.5	20750.5	1
113.566417297029	140.099743255316	21250.5	21250.5	1
125.704404480406	144.378138645635	21750.5	21750.5	1
92.5476171628165	122.269828336482	22250.5	22250.5	1
92.9150209429797	130.746810544607	22750.5	22750.5	1
116.975703543463	137.382361129399	23250.5	23250.5	1
129.303405851265	147.10092773699	23750.5	23750.5	1
118.837114423619	138.956838032965	24250.5	24250.5	1
116.676984182917	133.848250147574	24750.5	24750.5	1
122.235411884842	142.348657563556	25250.5	25250.5	1
126.126582718507	148.189873456853	25750.5	25750.5	1
128.711384388314	150.960535167912	26250.5	26250.5	1
123.247116360181	143.068867021635	26750.5	26750.5	1
125.904526492638	143.127747191439	27250.5	27250.5	1
123.722043354522	145.692237462141	27750.5	27750.5	1
120.26934378294	142.605494495374	28250.5	28250.5	1
105.181857426476	131.901307253051	28750.5	28750.5	1
122.012466722407	143.619593341428	29250.5	29250.5	1
120.203942057075	141.074558525118	29750.5	29750.5	1
125.975782776514	145.141228062449	30250.5	30250.5	1
125.269073316412	147.733898777746	30750.5	30750.5	1
128.427902647574	146.258980527523	31250.5	31250.5	1
128.280993432199	146.436157888989	31750.5	31750.5	1
114.966349017656	137.252345025576	32250.5	32250.5	1
117.237774242873	135.248679786714	32750.5	32750.5	1
121.862285977052	142.550423061382	33250.5	33250.5	1
128.759255179446	147.224693254445	33750.5	33750.5	1
117.292242391375	141.645213508367	34250.5	34250.5	1
120.714084172141	139.63663712528	34750.5	34750.5	1
128.572516695813	147.402339505368	35250.5	35250.5	1
129.127461304012	142.861948719343	35750.5	35750.5	1
126.960411338054	147.918711787614	36250.5	36250.5	1
128.917162571683	145.425160591713	36750.5	36750.5	1
119.862116317574	142.467588531034	37250.5	37250.5	1
128.241364666369	144.69402706352	37750.5	37750.5	1
115.943785958046	131.370655003339	38250.5	38250.5	1
122.605583639417	147.964639900194	38750.5	38750.5	1
114.810621347957	135.087215077985	39250.5	39250.5	1
122.857799743482	143.970506679554	39750.5	39750.5	1
127.616666781666	144.592039773476	40250.5	40250.5	1
126.969014547514	142.415807146148	40750.5	40750.5	1
126.925502131319	144.595917806185	41250.5	41250.5	1
127.005482431605	144.649243870931	41750.5	41750.5	1
128.261994844345	146.646857969347	42250.5	42250.5	1
116.743099421495	146.654005500065	42750.5	42750.5	1
129.392341186028	147.672225536298	43250.5	43250.5	1
113.463008939807	133.701618660932	43750.5	43750.5	1
106.330967596036	131.882578920451	44250.5	44250.5	1
118.128673468608	135.988219376378	44750.5	44750.5	1
119.077059567591	137.04363321976	45250.5	45250.5	1
120.956787311668	142.62792045585	45750.5	45750.5	1
119.649270370921	138.855917036097	46250.5	46250.5	1
128.174362049704	147.025958074941	46750.5	46750.5	1
126.144138152051	145.427845797648	47250.5	47250.5	1
124.227098049605	142.571357895553	47750.5	47750.5	1
