group	y
1	132.983751083101
2	139.986508484221
3	116.39911143602
4	135.49047378682
5	133.350560338322
6	124.307280246025
7	126.695385674847
8	149.453759282842
9	125.329532031937
10	118.775254109529
11	131.911014159959
12	129.019141242353
13	125.785779468943
14	109.311075645811
15	124.616732649391
16	117.486324656529
17	126.286480716644
18	123.658544927281
19	117.708259725545
20	108.442593581709
21	100.834632938547
22	125.014894447592
23	81.7425136658925
24	127.640814466653
25	113.876029350765
26	143.21344462306
27	130.337498318851
28	116.030159933364
29	125.696583557896
30	116.04667142134
31	135.443919793134
32	108.864908325641
33	108.272932237017
34	109.102651674633
35	111.810104353282
36	128.187665656573
37	118.367373980207
38	136.214986505546
39	114.66735763057
40	100.808568444178
41	121.142726107837
42	131.39273458481
43	113.414244295647
44	111.559683036764
45	103.647257344794
46	125.05389497864
47	102.21817651422
48	106.478547790371
49	122.37920546686
50	133.865885363069
51	131.928548708326
52	125.727867247935
53	115.551571110073
54	139.973838986248
55	131.379053334508
56	110.288998005598
57	129.767472943275
58	130.478006261321
59	149.806272544551
60	124.441333875446
61	134.962250148947
62	119.651097432031
63	128.514261894963
64	120.186163465641
65	109.630816285246
66	120.419854343209
67	121.977844276483
68	117.9888258644
69	144.24910879402
70	132.806841434681
71	131.080806646577
72	110.775210936831
73	144.147481205427
74	141.690331401087
75	131.858677102495
76	119.960992104783
77	122.51908094231
78	119.704219027571
79	116.304791251508
80	123.447404247716
81	105.303960546325
82	127.650330723328
83	134.121849389631
84	135.747289962179
85	103.922922480309
86	112.536017691064
87	129.509923511606
88	117.186264280783
89	115.458347162601
90	110.578303204314
91	131.011616280785
92	120.382532331783
93	111.14065569945
94	141.496608265204
95	120.914064370685
96	134.717877589413
97	126.605971336827
98	128.997241181918
99	134.43406391224
100	130.758842531434
101	116.03493123574
102	133.279493841453
103	115.206908469289
104	131.110403548135
105	132.581063325256
106	128.748605097117
107	130.640658836921
108	117.122528671361
109	116.033610967834
110	118.063061976251
111	115.77767178427
112	117.253533274936
113	129.946142315549
114	120.756654450006
115	110.794585482837
116	118.240738514421
117	115.71044150662
118	118.971259495655
119	144.429705124033
120	134.261811929757
121	136.163182339222
122	121.411648975952
123	122.801475770735
124	136.695045288503
125	112.651992895017
126	110.99243261788
127	121.064005755458
128	119.386060755328
129	130.32793179158
130	118.927263397314
131	127.720889420892
132	114.237774546556
133	133.601045136978
134	118.729032824816
135	139.085865749782
136	137.385650180228
137	132.12068351434
138	126.40679377864
139	131.447385153754
140	133.422145080532
141	138.507978674488
142	120.079990650892
143	121.159506610951
144	126.997379069522
145	145.785571799691
146	130.954293436702
147	133.393104101934
148	86.728755505666
149	126.581571206223
150	119.495076448499
151	128.690355062188
152	114.973250954377
153	127.455094205733
154	116.158977172585
155	114.682024722985
156	117.674686334563
157	134.361748357427
158	118.329243941611
159	98.3411713403216
160	106.925654982057
161	133.697763456279
162	116.767022273551
163	121.675571545195
164	137.650777252275
165	98.9038621177711
166	112.950668015712
167	115.640545915121
168	121.239765837158
169	130.606385374251
170	120.370156775307
171	133.909433141383
172	110.324676966065
173	102.589175235462
174	126.852182171674
175	123.361300572185
176	113.979053935211
177	117.600361801574
178	121.935848936499
179	139.367362354002
180	121.579818928619
181	115.616994398855
182	128.556555812674
183	133.039827373227
184	116.524790713355
185	123.444495330758
186	128.100043154952
187	134.024341475579
188	137.293087197535
189	113.29386028644
190	113.078338730114
191	113.735737002513
192	114.213679475014
193	119.237733008498
194	140.895840183719
195	104.064816393736
196	91.4423120246741
197	100.314972722526
198	124.555287591679
199	103.449922179483
200	108.11301485282
201	120.676784015273
202	120.716797361757
203	126.24641644455
204	115.440640522845
205	115.079861782905
206	120.397030985414
207	115.833008970037
208	131.436126620904
209	125.332377707335
210	133.71505718974
211	114.004754384359
212	102.962161367159
213	125.017583346907
214	116.670046953606
215	106.605611462429
216	125.026816110953
217	90.818687681841
218	105.742531702747
219	126.438565600358
220	133.099925249396
221	97.1843947105936
222	102.210986061703
223	117.990519327132
224	118.055657227096
225	120.341358589123
226	122.781397016073
227	117.187817118677
228	125.12638932798
229	114.828387861345
230	123.00741606618
231	117.644928067522
232	123.023853435455
233	122.490251282579
234	111.182077986044
235	126.596520308065
236	131.216257580065
237	121.389568001324
238	120.68891782379
239	116.447109615609
240	136.638470192317
241	139.172912465379
242	133.069644385591
243	109.204522749355
244	127.797183293464
245	107.354993865903
246	111.832591265718
247	104.589773572568
248	121.949294912996
249	117.904542149627
250	132.917162971352
251	124.350982178121
252	140.591480647015
253	124.746288662727
254	121.8158777184
255	144.377617772116
256	132.372293216632
257	129.75860160127
258	126.008850344902
259	117.592708095272
260	132.757083207126
261	108.724367316958
262	120.424250417864
263	127.101203088883
264	120.990639671574
265	95.4389497031718
266	119.11002727931
267	118.199645287994
268	121.223307813577
269	121.566148307886
270	95.1714257916923
271	111.449633622319
272	112.676726702699
273	90.2026621092062
274	105.930386370683
275	85.6017989508827
276	86.8455595546637
277	80.5365641122442
278	109.664579310736
279	82.6026446792913
280	81.5661831331398
281	47.7749659119195
282	44.6739464478206
283	34.9273147484561
284	22.7359157013539
285	29.3222312344503
286	23.9860468059354
287	36.1820281264094
288	21.2511530902964
289	7.85740951740053
290	21.9079491776369
291	68.0088732036864
292	122.384701139297
293	65.86527396964
294	83.1195312679657
295	87.6586212330749
296	115.284563900866
297	93.8650742657607
298	60.1845544979049
299	96.3566092565082
300	92.27033663377
301	88.8031643544727
302	83.1674704505399
303	52.3281709611053
304	80.243894625985
305	91.4819025562104
306	121.956805240905
307	90.3729058273119
308	115.329637417016
309	110.137490205797
310	80.9778599661792
311	51.9055246445744
312	75.0409157255406
313	97.7288171624919
314	112.851756304508
315	62.2081620625594
316	93.1664420457276
317	126.748990009296
318	95.9685285028791
319	111.174394495946
320	78.2652789681917
321	77.5234265415464
322	99.6873651597268
323	109.908093794508
324	126.304726049208
325	91.7737603094657
326	96.6305289105396
327	92.0134383992526
328	122.547811817166
329	120.865637306052
330	122.936321665263
331	111.397077615285
332	130.348147748063
