y	yend	x	xend	PANEL
47.3988247783956	27.2131896326091	250.5	250.5	1
20.1781258932971	5.08019638435591	750.5	750.5	1
27.7233296956795	8.29257631951161	1250.5	1250.5	1
35.7685312518851	13.9861972790509	1750.5	1750.5	1
23.5782454803197	8.26254620180293	2250.5	2250.5	1
20.2246311364931	6.92446764603686	2750.5	2750.5	1
18.5616452301469	3.12419857754151	3250.5	3250.5	1
23.9283822349304	8.0022471300687	3750.5	3750.5	1
47.3556303604832	14.9381389846659	4250.5	4250.5	1
110.087561744741	33.4206206314418	4750.5	4750.5	1
66.857802888111	17.9200199523897	5250.5	5250.5	1
38.0425237455076	14.2976602180196	5750.5	5750.5	1
82.866893198073	20.9030580722899	6250.5	6250.5	1
83.1550191005565	31.0798875323577	6750.5	6750.5	1
32.4857050512536	17.6390131130942	7250.5	7250.5	1
30.7732842710292	16.135985700418	7750.5	7750.5	1
31.9182222078687	16.3190550989356	8250.5	8250.5	1
34.8891058018478	22.3018727662121	8750.5	8750.5	1
34.5672156096745	21.593980282297	9250.5	9250.5	1
35.4852675631846	23.3282086200068	9750.5	9750.5	1
34.9202451747486	22.802543512223	10250.5	10250.5	1
39.2700792339087	20.4528860893096	10750.5	10750.5	1
46.1540078367	9.93281301238231	11250.5	11250.5	1
45.5492894922752	17.0932203540718	11750.5	11750.5	1
31.2954714764207	6.49498934750811	12250.5	12250.5	1
31.1229876157712	9.24271109057415	12750.5	12750.5	1
43.5119457771977	13.4832050556178	13250.5	13250.5	1
37.4128623537357	8.44528676243709	13750.5	13750.5	1
39.0105396418979	14.6208501946069	14250.5	14250.5	1
91.7514495267651	17.9809769188638	14750.5	14750.5	1
105.082861261922	34.2025773884907	15250.5	15250.5	1
115.381498831367	85.7153641348503	15750.5	15750.5	1
39.7509790512088	11.0400381553133	16250.5	16250.5	1
49.2990509482958	7.80574102026143	16750.5	16750.5	1
28.4649272424467	6.26014596752715	17250.5	17250.5	1
103.677353865239	10.7804838236504	17750.5	17750.5	1
99.8437812579466	23.7050806673796	18250.5	18250.5	1
42.9926168428326	14.0294305674197	18750.5	18750.5	1
