y	yend	x	xend	PANEL
47.3988247783956	108.112308364304	250.5	250.5	1
20.1781258932971	36.8237427809237	750.5	750.5	1
27.7233296956795	46.0724155204778	1250.5	1250.5	1
35.7685312518851	110.338982336772	1750.5	1750.5	1
23.5782454803197	110.578291272149	2250.5	2250.5	1
20.2246311364931	36.5195984523489	2750.5	2750.5	1
18.5616452301469	33.6319072098522	3250.5	3250.5	1
23.9283822349304	85.2867909193678	3750.5	3750.5	1
47.3556303604832	115.426294217013	4250.5	4250.5	1
110.087561744741	128.566726005363	4750.5	4750.5	1
66.857802888111	118.567921702533	5250.5	5250.5	1
38.0425237455076	87.0356385685191	5750.5	5750.5	1
82.866893198073	117.115652875787	6250.5	6250.5	1
83.1550191005565	114.287720289208	6750.5	6750.5	1
32.4857050512536	48.5368400998789	7250.5	7250.5	1
30.7732842710292	44.102322363206	7750.5	7750.5	1
31.9182222078687	45.8084165662754	8250.5	8250.5	1
34.8891058018478	50.311741075709	8750.5	8750.5	1
34.5672156096745	47.279125839087	9250.5	9250.5	1
35.4852675631846	47.7616997186853	9750.5	9750.5	1
34.9202451747486	48.7002979064402	10250.5	10250.5	1
39.2700792339087	112.75062786343	10750.5	10750.5	1
46.1540078367	120.853470223191	11250.5	11250.5	1
45.5492894922752	109.948818783392	11750.5	11750.5	1
31.2954714764207	124.545539363458	12250.5	12250.5	1
31.1229876157712	112.952781119283	12750.5	12750.5	1
43.5119457771977	112.483607124656	13250.5	13250.5	1
37.4128623537357	113.138627553521	13750.5	13750.5	1
39.0105396418979	96.0936628110566	14250.5	14250.5	1
91.7514495267651	116.967443824329	14750.5	14750.5	1
105.082861261922	121.925757889659	15250.5	15250.5	1
115.381498831367	129.518380969707	15750.5	15750.5	1
39.7509790512088	109.170919495062	16250.5	16250.5	1
49.2990509482958	116.376908404824	16750.5	16750.5	1
28.4649272424467	113.061178095815	17250.5	17250.5	1
103.677353865239	126.708102606456	17750.5	17750.5	1
99.8437812579466	123.681389674699	18250.5	18250.5	1
42.9926168428326	109.001782626126	18750.5	18750.5	1
87.6069264739265	114.570183846266	19250.5	19250.5	1
37.8176166308719	111.442569092458	19750.5	19750.5	1
41.471172168296	106.930437308859	20250.5	20250.5	1
43.9121040752878	115.8047300274	20750.5	20750.5	1
42.5507213303402	113.566417297029	21250.5	21250.5	1
103.722278876626	125.704404480406	21750.5	21750.5	1
42.8686893390829	92.5476171628165	22250.5	22250.5	1
42.8460621982683	92.9150209429797	22750.5	22750.5	1
94.0827771694891	116.975703543463	23250.5	23250.5	1
114.385417513948	129.303405851265	23750.5	23750.5	1
97.7067405207847	118.837114423619	24250.5	24250.5	1
86.4545956539241	116.676984182917	24750.5	24750.5	1
98.9611430671998	122.235411884842	25250.5	25250.5	1
104.573018404136	126.126582718507	25750.5	25750.5	1
113.266946943504	128.711384388314	26250.5	26250.5	1
93.6351701069964	123.247116360181	26750.5	26750.5	1
105.347308445323	125.904526492638	27250.5	27250.5	1
50.0001050744094	123.722043354522	27750.5	27750.5	1
80.9271332443564	120.26934378294	28250.5	28250.5	1
51.7359721578121	105.181857426476	28750.5	28750.5	1
90.4756031344613	122.012466722407	29250.5	29250.5	1
80.158718399335	120.203942057075	29750.5	29750.5	1
111.259302034367	125.975782776514	30250.5	30250.5	1
107.57849684881	125.269073316412	30750.5	30750.5	1
112.421838012209	128.427902647574	31250.5	31250.5	1
112.504858430266	128.280993432199	31750.5	31750.5	1
50.892452387272	114.966349017656	32250.5	32250.5	1
98.9914947309196	117.237774242873	32750.5	32750.5	1
90.8603131711039	121.862285977052	33250.5	33250.5	1
113.447082714324	128.759255179446	33750.5	33750.5	1
69.3072911795889	117.292242391375	34250.5	34250.5	1
90.2506576965044	120.714084172141	34750.5	34750.5	1
113.010734517837	128.572516695813	35250.5	35250.5	1
114.631850327956	129.127461304012	35750.5	35750.5	1
97.1129036321584	126.960411338054	36250.5	36250.5	1
111.938626884789	128.917162571683	36750.5	36750.5	1
88.8674410514446	119.862116317574	37250.5	37250.5	1
111.208784860932	128.241364666369	37750.5	37750.5	1
66.1756240377466	115.943785958046	38250.5	38250.5	1
65.6402251332437	122.605583639417	38750.5	38750.5	1
48.0446457079581	114.810621347957	39250.5	39250.5	1
107.845825957675	122.857799743482	39750.5	39750.5	1
113.961988479511	127.616666781666	40250.5	40250.5	1
109.830560738299	126.969014547514	40750.5	40750.5	1
111.442950591122	126.925502131319	41250.5	41250.5	1
114.181049424055	127.005482431605	41750.5	41750.5	1
112.043659270319	128.261994844345	42250.5	42250.5	1
20.4779699016123	116.743099421495	42750.5	42750.5	1
112.255626635236	129.392341186028	43250.5	43250.5	1
53.0005534475704	113.463008939807	43750.5	43750.5	1
34.6623028770485	106.330967596036	44250.5	44250.5	1
96.8742620272897	118.128673468608	44750.5	44750.5	1
101.026177096858	119.077059567591	45250.5	45250.5	1
89.1728588837827	120.956787311668	45750.5	45750.5	1
43.8499462423673	119.649270370921	46250.5	46250.5	1
108.100210724989	128.174362049704	46750.5	46750.5	1
97.041278352638	126.144138152051	47250.5	47250.5	1
106.273488186088	124.227098049605	47750.5	47750.5	1
108.877636717529	124.727679872007	48250.5	48250.5	1
96.9431326125037	115.349646431213	48750.5	48750.5	1
39.2519553863125	80.1011699568321	49250.5	49250.5	1
93.5268234974086	118.175350723765	49750.5	49750.5	1
64.7107816265543	111.819644913046	50250.5	50250.5	1
32.0119453016569	101.375491533356	50750.5	50750.5	1
32.5238274774942	116.129923513533	51250.5	51250.5	1
82.9135890842199	121.392923954954	51750.5	51750.5	1
29.2074816539638	111.676322001618	52250.5	52250.5	1
36.7927638130959	112.087039932182	52750.5	52750.5	1
106.850400227203	122.957929729728	53250.5	53250.5	1
34.1020293737878	111.734566767538	53750.5	53750.5	1
28.5101206370375	50.4313834393462	54250.5	54250.5	1
24.4942679289376	39.6491492092094	54750.5	54750.5	1
26.8593179683592	83.2002665102496	55250.5	55250.5	1
27.760422650141	72.231906685529	55750.5	55750.5	1
60.191399500919	113.576900896631	56250.5	56250.5	1
90.8117124062205	117.013774474781	56750.5	56750.5	1
41.6555322777889	102.659816548681	57250.5	57250.5	1
53.3544852872907	114.169973829727	57750.5	57750.5	1
33.9243471952522	50.1557284318508	58250.5	58250.5	1
40.1441215724156	61.864473511081	58750.5	58750.5	1
35.2028426427596	51.2963083818851	59250.5	59250.5	1
40.6484633250647	65.8480643636467	59750.5	59750.5	1
35.8198161323531	55.6815434689557	60250.5	60250.5	1
39.7028083361001	57.5542781245731	60750.5	60750.5	1
37.620942110201	60.3424412848938	61250.5	61250.5	1
107.174054304742	126.64211138074	61750.5	61750.5	1
42.1344968552308	112.068654034429	62250.5	62250.5	1
27.8857656158334	123.688009726054	62750.5	62750.5	1
109.09813474276	126.541058384925	63250.5	63250.5	1
113.737302204599	128.27623411247	63750.5	63750.5	1
112.971694016611	125.766713425911	64250.5	64250.5	1
101.709056475529	123.633235701271	64750.5	64750.5	1
35.9881146323572	97.8974728017078	65250.5	65250.5	1
43.9780491385569	113.95904329635	65750.5	65750.5	1
38.9686556345926	112.523880037306	66250.5	66250.5	1
35.145389595286	97.3495344803849	66750.5	66750.5	1
59.7325751253333	117.271563445303	67250.5	67250.5	1
41.8101381013828	117.268367411632	67750.5	67750.5	1
74.2378888207495	116.418592120308	68250.5	68250.5	1
111.312486637537	127.101654044012	68750.5	68750.5	1
35.2435534272235	117.212945300743	69250.5	69250.5	1
35.6144599275788	94.3813783793437	69750.5	69750.5	1
68.7530401846106	117.278244740892	70250.5	70250.5	1
84.3118186927389	115.570368292992	70750.5	70750.5	1
39.0023980679812	71.5368954768284	71250.5	71250.5	1
107.949860254789	123.893327693707	71750.5	71750.5	1
111.919868648352	126.478933545213	72250.5	72250.5	1
113.15495122062	128.23148621546	72750.5	72750.5	1
51.5689699051827	114.457556837495	73250.5	73250.5	1
86.5688487031937	118.638707121303	73750.5	73750.5	1
31.4777660272823	99.0379954463794	74250.5	74250.5	1
