x	xend	y	yend	showSelected1	PANEL
0.5	25.5	113.839873855157	113.839873855157	1	1
25.5	26.5	39.7389227043223	39.7389227043223	1	1
26.5	33.5	113.839873855157	113.839873855157	1	1
33.5	34.5	39.7389227043223	39.7389227043223	1	1
34.5	37.5	113.839873855157	113.839873855157	1	1
37.5	38.5	39.7389227043223	39.7389227043223	1	1
38.5	45.5	113.839873855157	113.839873855157	1	1
45.5	47.5	39.7389227043223	39.7389227043223	1	1
47.5	48.5	113.839873855157	113.839873855157	1	1
48.5	51.5	39.7389227043223	39.7389227043223	1	1
51.5	54.5	113.839873855157	113.839873855157	1	1
54.5	55.5	39.7389227043223	39.7389227043223	1	1
55.5	61.5	113.839873855157	113.839873855157	1	1
61.5	64.5	39.7389227043223	39.7389227043223	1	1
64.5	68.5	113.839873855157	113.839873855157	1	1
68.5	69.5	39.7389227043223	39.7389227043223	1	1
69.5	75.5	113.839873855157	113.839873855157	1	1
75.5	76.5	39.7389227043223	39.7389227043223	1	1
76.5	77.5	113.839873855157	113.839873855157	1	1
77.5	79.5	39.7389227043223	39.7389227043223	1	1
79.5	87.5	113.839873855157	113.839873855157	1	1
87.5	88.5	39.7389227043223	39.7389227043223	1	1
88.5	99.5	113.839873855157	113.839873855157	1	1
99.5	100.5	39.7389227043223	39.7389227043223	1	1
100.5	119.5	113.839873855157	113.839873855157	1	1
119.5	121.5	39.7389227043223	39.7389227043223	1	1
121.5	122.5	113.839873855157	113.839873855157	1	1
122.5	123.5	39.7389227043223	39.7389227043223	1	1
123.5	128.5	113.839873855157	113.839873855157	1	1
128.5	129.5	39.7389227043223	39.7389227043223	1	1
129.5	131.5	113.839873855157	113.839873855157	1	1
131.5	133.5	39.7389227043223	39.7389227043223	1	1
133.5	134.5	113.839873855157	113.839873855157	1	1
134.5	135.5	39.7389227043223	39.7389227043223	1	1
135.5	145.5	113.839873855157	113.839873855157	1	1
145.5	146.5	39.7389227043223	39.7389227043223	1	1
146.5	151.5	113.839873855157	113.839873855157	1	1
151.5	152.5	39.7389227043223	39.7389227043223	1	1
152.5	215.5	113.839873855157	113.839873855157	1	1
215.5	216.5	39.7389227043223	39.7389227043223	1	1
216.5	222.5	113.839873855157	113.839873855157	1	1
222.5	226.5	39.7389227043223	39.7389227043223	1	1
226.5	228.5	113.839873855157	113.839873855157	1	1
228.5	230.5	39.7389227043223	39.7389227043223	1	1
230.5	232.5	113.839873855157	113.839873855157	1	1
232.5	233.5	39.7389227043223	39.7389227043223	1	1
233.5	250.5	113.839873855157	113.839873855157	1	1
250.5	252.5	39.7389227043223	39.7389227043223	1	1
252.5	280.5	113.839873855157	113.839873855157	1	1
280.5	281.5	39.7389227043223	39.7389227043223	1	1
281.5	283.5	113.839873855157	113.839873855157	1	1
283.5	284.5	39.7389227043223	39.7389227043223	1	1
284.5	291.5	113.839873855157	113.839873855157	1	1
291.5	292.5	39.7389227043223	39.7389227043223	1	1
292.5	295.5	113.839873855157	113.839873855157	1	1
295.5	297.5	39.7389227043223	39.7389227043223	1	1
297.5	303.5	113.839873855157	113.839873855157	1	1
303.5	306.5	39.7389227043223	39.7389227043223	1	1
306.5	308.5	113.839873855157	113.839873855157	1	1
308.5	347.5	39.7389227043223	39.7389227043223	1	1
347.5	348.5	113.839873855157	113.839873855157	1	1
348.5	500.5	39.7389227043223	39.7389227043223	1	1
0.5	15.5	39.7389227043223	39.7389227043223	2	1
15.5	16.5	113.839873855157	113.839873855157	2	1
16.5	58.5	39.7389227043223	39.7389227043223	2	1
58.5	59.5	113.839873855157	113.839873855157	2	1
59.5	65.5	39.7389227043223	39.7389227043223	2	1
65.5	68.5	113.839873855157	113.839873855157	2	1
68.5	458.5	39.7389227043223	39.7389227043223	2	1
458.5	459.5	113.839873855157	113.839873855157	2	1
459.5	500.5	39.7389227043223	39.7389227043223	2	1
0.5	174.5	39.7389227043223	39.7389227043223	3	1
174.5	175.5	113.839873855157	113.839873855157	3	1
175.5	241.5	39.7389227043223	39.7389227043223	3	1
241.5	248.5	113.839873855157	113.839873855157	3	1
248.5	251.5	39.7389227043223	39.7389227043223	3	1
251.5	259.5	113.839873855157	113.839873855157	3	1
259.5	427.5	39.7389227043223	39.7389227043223	3	1
427.5	428.5	113.839873855157	113.839873855157	3	1
428.5	429.5	39.7389227043223	39.7389227043223	3	1
429.5	431.5	113.839873855157	113.839873855157	3	1
431.5	435.5	39.7389227043223	39.7389227043223	3	1
435.5	436.5	113.839873855157	113.839873855157	3	1
436.5	500.5	39.7389227043223	39.7389227043223	3	1
0.5	23.5	39.7389227043223	39.7389227043223	4	1
23.5	24.5	113.839873855157	113.839873855157	4	1
24.5	33.5	39.7389227043223	39.7389227043223	4	1
33.5	35.5	113.839873855157	113.839873855157	4	1
35.5	215.5	39.7389227043223	39.7389227043223	4	1
215.5	216.5	113.839873855157	113.839873855157	4	1
216.5	269.5	39.7389227043223	39.7389227043223	4	1
269.5	270.5	113.839873855157	113.839873855157	4	1
270.5	272.5	39.7389227043223	39.7389227043223	4	1
272.5	278.5	113.839873855157	113.839873855157	4	1
278.5	283.5	39.7389227043223	39.7389227043223	4	1
283.5	284.5	113.839873855157	113.839873855157	4	1
284.5	287.5	39.7389227043223	39.7389227043223	4	1
287.5	313.5	113.839873855157	113.839873855157	4	1
313.5	316.5	39.7389227043223	39.7389227043223	4	1
316.5	318.5	113.839873855157	113.839873855157	4	1
318.5	319.5	39.7389227043223	39.7389227043223	4	1
319.5	321.5	113.839873855157	113.839873855157	4	1
321.5	324.5	39.7389227043223	39.7389227043223	4	1
324.5	442.5	113.839873855157	113.839873855157	4	1
442.5	443.5	39.7389227043223	39.7389227043223	4	1
443.5	493.5	113.839873855157	113.839873855157	4	1
493.5	494.5	39.7389227043223	39.7389227043223	4	1
494.5	500.5	113.839873855157	113.839873855157	4	1
0.5	11.5	113.839873855157	113.839873855157	5	1
11.5	13.5	39.7389227043223	39.7389227043223	5	1
13.5	17.5	113.839873855157	113.839873855157	5	1
17.5	30.5	39.7389227043223	39.7389227043223	5	1
30.5	32.5	113.839873855157	113.839873855157	5	1
32.5	34.5	39.7389227043223	39.7389227043223	5	1
