y	x	PANEL
85.3573243992916	250.5	1
27.562936934812	750.5	1
36.9294048296248	1250.5	1
52.9173121680562	1750.5	1
41.3194845873134	2250.5	1
27.6929451047655	2750.5	1
25.696724861284	3250.5	1
38.6526582002112	3750.5	1
91.7204147416457	4250.5	1
119.732020345864	4750.5	1
105.403915307228	5250.5	1
55.1051275004456	5750.5	1
106.636218066895	6250.5	1
103.289591573057	6750.5	1
38.6399697624975	7250.5	1
37.2147956576109	7750.5	1
38.9157689793977	8250.5	1
41.559771873722	8750.5	1
39.814067427522	9250.5	1
40.9499217399571	9750.5	1
41.5512342317726	10250.5	1
91.1861776309737	10750.5	1
105.310201142681	11250.5	1
85.1213538546184	11750.5	1
114.067991424511	12250.5	1
76.5796189653399	12750.5	1
94.5745182320456	13250.5	1
93.6768847445065	13750.5	1
54.3332443032602	14250.5	1
108.456756412665	14750.5	1
113.881828148683	15250.5	1
122.465817541538	15750.5	1
63.0914079107338	16250.5	1
104.561931836779	16750.5	1
94.2642354245008	17250.5	1
116.871580020519	17750.5	1
113.041628390222	18250.5	1
87.0402945666962	18750.5	1
103.697440619762	19250.5	1
94.6902363853116	19750.5	1
83.7164189619835	20250.5	1
103.072550732124	20750.5	1
73.8913041076243	21250.5	1
117.010849411881	21750.5	1
69.1633659243403	22250.5	1
64.14209337557	22750.5	1
106.932903720247	23250.5	1
121.65598213708	23750.5	1
109.30056471296	24250.5	1
106.739856018994	24750.5	1
114.174001174019	25250.5	1
117.204765410369	25750.5	1
120.739714183187	26250.5	1
113.250174865333	26750.5	1
116.964789115323	27250.5	1
111.547033856446	27750.5	1
107.997058027816	28250.5	1
80.5172140664255	28750.5	1
110.321997348315	29250.5	1
108.429909168961	29750.5	1
119.074351095509	30250.5	1
118.062724912725	30750.5	1
120.252575725	31250.5	1
121.203643294837	31750.5	1
100.628209570438	32250.5	1
109.853184851794	32750.5	1
111.017200512415	33250.5	1
121.802181965993	33750.5	1
103.546527724348	34250.5	1
109.702612167326	34750.5	1
121.57410766594	35250.5	1
121.674840196272	35750.5	1
117.570483733229	36250.5	1
121.26002039525	36750.5	1
