y	x	PANEL
133.536493163671	250.5	1
358.508670059014	750.5	1
121.229765453046	1250.5	1
148.38767857634	1750.5	1
359.917897938804	2250.5	1
357.83672206397	2750.5	1
355.662952446402	3250.5	1
359.753404573154	3750.5	1
147.93240176983	4250.5	1
166.36467979452	4750.5	1
153.81632617247	5250.5	1
136.135386518999	5750.5	1
154.399419684261	6250.5	1
139.920246088074	6750.5	1
133.677388222119	7250.5	1
106.905177750143	7750.5	1
80.5191385658367	8250.5	1
118.179830829264	8750.5	1
86.9279018238758	9250.5	1
126.974748657032	9750.5	1
119.461765783898	10250.5	1
139.358818985827	10750.5	1
150.57021716991	11250.5	1
153.012811158801	11750.5	1
152.847079618283	12250.5	1
152.639497937703	12750.5	1
142.58316823564	13250.5	1
359.073709839445	13750.5	1
142.391671774462	14250.5	1
140.991485465617	14750.5	1
153.515578629342	15250.5	1
160.245539432661	15750.5	1
178.89455939773	16250.5	1
142.326417104998	16750.5	1
148.432672841297	17250.5	1
164.271854220869	17750.5	1
155.767938538941	18250.5	1
140.182380372549	18750.5	1
148.040491941285	19250.5	1
359.29132518796	19750.5	1
136.850495137532	20250.5	1
142.817499749965	20750.5	1
156.627164837615	21250.5	1
154.840706002334	21750.5	1
131.699538437566	22250.5	1
134.524786134682	22750.5	1
157.362721176426	23250.5	1
154.847144002767	23750.5	1
146.81997942975	24250.5	1
152.86242656779	24750.5	1
148.852536067706	25250.5	1
158.6222532611	25750.5	1
155.782630824444	26250.5	1
155.422508495746	26750.5	1
150.782605077407	27250.5	1
358.681119897081	27750.5	1
156.857875771551	28250.5	1
145.401959080232	28750.5	1
159.614699324647	29250.5	1
151.705046503525	29750.5	1
152.192822328592	30250.5	1
172.342330758231	30750.5	1
154.064600282574	31250.5	1
152.109141410869	31750.5	1
147.957628921841	32250.5	1
151.002555635125	32750.5	1
144.736682027787	33250.5	1
162.187396560657	33750.5	1
147.414288222254	34250.5	1
154.034980253753	34750.5	1
155.740801189157	35250.5	1
148.253928167094	35750.5	1
156.273635606184	36250.5	1
153.866374951915	36750.5	1
358.195389401622	37250.5	1
149.88912178543	37750.5	1
137.846711661782	38250.5	1
159.171745303504	38750.5	1
141.741152718978	39250.5	1
147.325743632816	39750.5	1
153.860148972668	40250.5	1
150.935614906731	40750.5	1
161.084376589384	41250.5	1
157.179062284197	41750.5	1
154.454678522889	42250.5	1
357.026170623627	42750.5	1
157.832296891114	43250.5	1
144.193608589116	43750.5	1
359.962096351897	44250.5	1
141.300141374955	44750.5	1
359.476884480939	45250.5	1
153.997274917906	45750.5	1
141.704323639637	46250.5	1
157.041849378157	46750.5	1
156.493255170571	47250.5	1
157.276576277183	47750.5	1
150.249009423446	48250.5	1
138.596626773553	48750.5	1
128.294751652472	49250.5	1
144.141698332191	49750.5	1
138.53422151152	50250.5	1
139.098737560471	50750.5	1
148.616485532381	51250.5	1
350.006432270542	51750.5	1
357.736229545341	52250.5	1
140.660724249268	52750.5	1
152.546582070897	53250.5	1
145.110439938122	53750.5	1
130.851200127385	54250.5	1
87.6647559197915	54750.5	1
134.157716486656	55250.5	1
354.376414581975	55750.5	1
146.643139157369	56250.5	1
140.740926943997	56750.5	1
138.328013642517	57250.5	1
142.982016124422	57750.5	1
101.539271938746	58250.5	1
108.110038386432	58750.5	1
96.4174460212557	59250.5	1
114.826076083424	59750.5	1
100.728990350567	60250.5	1
111.704326735773	60750.5	1
110.627975985976	61250.5	1
151.039357719578	61750.5	1
145.130589507367	62250.5	1
359.27104086979	62750.5	1
158.483783083596	63250.5	1
157.936000267497	63750.5	1
156.529699156276	64250.5	1
145.972857159346	64750.5	1
137.456491327422	65250.5	1
150.995566337459	65750.5	1
135.409363101497	66250.5	1
142.012617150351	66750.5	1
152.05498575277	67250.5	1
145.64543753175	67750.5	1
147.110618939836	68250.5	1
152.706165625765	68750.5	1
151.2791879423	69250.5	1
135.688534917513	69750.5	1
143.548608491292	70250.5	1
155.526363712863	70750.5	1
143.168241027938	71250.5	1
149.410482760344	71750.5	1
155.178045713208	72250.5	1
151.109334769731	72750.5	1
351.932024204157	73250.5	1
152.336850304627	73750.5	1
133.335081458325	74250.5	1
166.725630817399	74750.5	1
150.819765281356	75250.5	1
159.107223729621	75750.5	1
149.198735806798	76250.5	1
144.52677227275	76750.5	1
139.93402823484	77250.5	1
143.179363797622	77750.5	1
144.240002992079	78250.5	1
165.010675601968	78750.5	1
138.633792227302	79250.5	1
357.203842469635	79750.5	1
142.97728850669	80250.5	1
142.385017392464	80750.5	1
140.331549334518	81250.5	1
144.567395405951	81750.5	1
